UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,UMAP_19,UMAP_20,UMAP_21,UMAP_22,UMAP_23,UMAP_24,UMAP_25,UMAP_26,UMAP_27,UMAP_28,UMAP_29,UMAP_30,UMAP_31,UMAP_32,UMAP_33,UMAP_34,UMAP_35,UMAP_36,UMAP_37,UMAP_38,UMAP_39,UMAP_40,UMAP_41,UMAP_42,UMAP_43,UMAP_44,UMAP_45,UMAP_46,UMAP_47,UMAP_48,UMAP_49,UMAP_50
0.03690042,12.20087,11.624702,5.9820085,-0.5683202,9.1326275,1.5869536,7.1016736,10.00434,6.245407,2.606459,4.248442,2.8388839,4.684651,6.488734,-1.5285041,4.061756,7.4328136,5.7395244,2.9081717,6.276996,1.2043445,3.89891,4.7366066,5.8332534,3.881812,7.5395236,7.1902213,6.4176197,5.8087087,6.164894,5.59573,3.1100924,9.110001,4.1386967,4.0523963,6.44453,3.3422053,5.273891,3.713418,6.487957,6.948339,4.8013153,3.4965782,6.183593,3.3662715,7.456338,2.7947397,4.4135036,8.310846
-0.6224734,11.289123,12.196391,6.0471554,-0.15916108,8.473264,2.0450907,6.47818,9.55965,5.732304,3.1338534,4.5059056,2.7750895,4.6815147,6.566502,-0.9720653,4.148002,7.5446615,4.9750924,2.6264348,5.9309554,1.5736337,4.298912,4.5356817,5.931514,4.131024,7.1431932,7.269535,5.88942,6.5007463,6.0385537,5.165542,3.2688787,8.73684,3.9053593,4.2467875,5.9819574,3.402672,5.343812,3.4174485,6.6565013,7.023155,4.8015733,3.6249826,6.2276254,3.5033865,7.0497117,2.7825093,4.422604,8.42324
-0.1961561,11.246996,11.8514805,5.8603497,-0.10946118,8.48578,2.0108082,6.627885,9.578327,5.949976,3.0027332,4.4985647,3.0316684,4.8075194,6.457967,-0.9508846,4.0331383,7.3030524,5.2736254,2.6690822,5.9537783,1.6307698,4.208087,4.7258058,5.8623476,4.1661034,7.1601853,7.0179925,5.9614477,6.1400785,5.9753566,5.255415,3.3979568,8.615608,4.1648784,4.251241,6.114739,3.5423126,5.1656322,3.6339128,6.544507,6.804858,4.9219275,3.7985156,6.124092,3.6571143,7.1592426,2.7577987,4.512664,8.170771
-0.5681116,11.051393,12.183202,5.865521,0.023441702,8.275104,1.9521041,6.7483025,9.338594,6.1908016,3.0182765,4.681718,2.9828656,4.5771003,6.5670714,-0.92231107,3.9101593,7.4199286,5.3795757,2.642628,5.9449883,1.6875954,4.3012214,4.6663404,5.805523,4.511828,7.24879,7.0017724,5.9692926,6.4961476,5.7458477,5.3351865,3.5634582,8.779991,4.4644775,4.5181847,6.1191707,3.5623608,5.103118,3.5619957,6.4979606,6.713512,5.1393642,4.02971,6.2553053,3.6401618,7.064967,2.5827522,4.521664,8.065388
13.289516,10.940436,0.6577284,2.5219808,-1.9625416,6.6404357,4.7088685,7.797255,7.82335,5.8649273,6.408962,8.175578,5.6835475,6.9565477,3.7227335,1.6643537,2.465317,2.6363585,6.5180693,5.2933073,4.1872735,4.530505,3.6424832,7.10505,5.9623346,4.425805,5.644869,4.6326127,3.9902534,4.9202313,3.3716142,2.813711,5.021861,3.392289,3.9393172,3.7953157,6.7841406,6.58155,2.9881527,5.4066653,6.0061736,4.289854,8.898446,7.3029056,2.2171185,5.4995503,4.422403,3.2159333,3.5420535,3.3034692
13.250792,10.931474,0.8238127,2.6372185,-1.8071933,6.7544284,4.6632643,7.7735786,7.8634934,5.9661255,6.346841,8.028297,5.6489305,7.045219,3.6713583,1.6435415,2.3722992,2.6016033,6.605283,4.972416,4.106942,4.601089,3.609415,6.9915156,5.832169,4.383097,5.686797,4.627143,4.0585084,4.956017,3.366753,2.8435082,4.9570584,3.42325,3.780152,3.8659499,6.918531,6.4877915,2.8238764,5.44505,5.994735,4.4006286,8.88047,7.1551094,2.3744926,5.585875,4.455334,3.1970913,3.6838963,3.2780564
-0.63712245,11.275656,12.175371,6.015761,-0.13299578,8.433429,2.011548,6.5517926,9.526543,5.8297706,3.1197603,4.5246572,2.7983968,4.6634316,6.579424,-0.9916146,4.102296,7.521897,5.0656843,2.5949433,5.9314356,1.6050631,4.300303,4.580877,5.905412,4.224491,7.1642303,7.2883945,5.9130087,6.502424,5.9965305,5.213823,3.3335476,8.768217,4.0140324,4.2886515,5.9937544,3.4196646,5.302777,3.444398,6.620483,6.960433,4.859641,3.7124357,6.2463036,3.5395138,7.0441127,2.7382846,4.457414,8.354187
12.060391,11.2054825,1.2901608,2.489512,-1.9471859,6.564736,4.5799394,7.588767,7.997914,5.998706,5.8695736,8.300024,5.485754,6.3907304,4.034311,1.55363,2.8563552,2.4554856,6.148734,5.0525985,4.5701084,4.4306154,3.934248,7.011468,6.334619,4.4718413,5.540838,4.766242,3.5694072,4.8156886,3.5051987,3.0923185,5.047058,3.5636904,4.185281,3.9391863,6.570792,6.8169928,3.110181,5.2413096,5.9797606,4.465298,8.458455,7.291679,2.3244925,5.3978763,4.655581,3.3722746,3.797193,3.594126
-1.4209225,11.433203,12.18049,6.1371546,0.24580134,8.540979,1.6550641,7.174038,9.548709,6.406014,2.9506955,4.4477262,2.6446717,4.341774,6.9038215,-1.3318055,3.9662437,7.7985263,5.6548367,2.3704212,6.033531,1.603245,4.120791,4.6108274,5.6792126,4.5595546,7.4399214,7.480805,6.0915675,6.5358686,5.843149,5.682024,3.3935328,9.26385,4.504291,4.654409,6.2576523,3.3574505,4.987191,3.4887304,6.4610248,6.845429,5.1410327,3.9670374,6.6370664,3.5109303,7.065446,2.5650706,4.478207,8.23115
12.526074,11.045617,0.9376677,2.4560413,-2.006106,6.6169415,4.7620506,7.721788,7.743743,5.908093,6.0504847,8.278785,5.5402827,6.633106,3.9812412,1.6952668,2.62599,2.614511,6.3593435,5.142258,4.310387,4.428973,3.737212,7.0989523,6.1438265,4.4639983,5.4969573,4.710889,3.7288454,4.8981175,3.3979142,2.8359387,5.049476,3.554309,4.147262,3.8448486,6.700549,6.7737765,3.0535107,5.251849,6.024528,4.3092604,8.67886,7.2193384,2.2672336,5.4148164,4.459537,3.2923203,3.7562442,3.3973582
12.917936,10.9656,1.2448336,2.6971805,-1.6146146,6.895112,4.7604837,7.637846,7.766287,6.098496,6.3149223,8.024333,5.5297313,7.065969,3.9193733,1.5029591,2.3616061,2.4666913,6.7934084,4.337635,3.9990184,4.7668567,3.5619068,6.7942667,5.7366962,4.25171,5.762214,4.5183835,4.1520925,5.094624,3.4588742,2.8734367,4.76818,3.470587,3.7584238,3.976051,7.000453,6.646471,2.3354986,5.378237,5.990251,4.7238536,8.951383,6.7922854,2.5672374,5.5155854,4.3806705,3.1611817,3.797118,3.0741944
-1.0228999,11.621578,12.287579,6.0752826,0.008503142,8.686346,1.6427293,7.1383967,9.5421505,6.3482985,3.0013545,4.608854,2.6444414,4.364045,6.797723,-1.2133924,4.051392,7.7310085,5.5957646,2.6404133,6.0617056,1.5514692,4.178686,4.4772224,5.7451634,4.2911615,7.41923,7.216782,6.081009,6.514974,5.8096347,5.5809846,3.2644615,9.133085,4.338049,4.56023,6.2940283,3.448015,5.0685444,3.4580297,6.5592666,6.9136457,5.1651006,3.7821572,6.5082703,3.418769,7.056998,2.6636238,4.3544393,8.29536
13.098453,10.917914,0.72885317,2.5779903,-2.0096807,6.6058297,4.61896,7.8105383,7.8361764,5.900072,6.1274524,8.161473,5.6272254,6.7489343,3.7689114,1.6801668,2.6156952,2.7345994,6.262395,5.2658486,4.3240676,4.402362,3.786373,7.160687,6.088216,4.561308,5.589278,4.736225,3.8141577,4.8477297,3.369403,2.9034274,5.11781,3.5328577,3.993892,3.7872584,6.718517,6.4838414,3.178748,5.3304987,6.0093036,4.259245,8.706814,7.327656,2.2590783,5.5310717,4.5306516,3.2546008,3.6880143,3.4788055
-0.53810036,10.952068,12.231817,5.855889,0.06700833,8.242966,2.0020866,6.6979837,9.3255625,6.1714625,3.003074,4.695583,3.0333679,4.5900054,6.539868,-0.8702924,3.8849545,7.4021235,5.354383,2.6837268,5.939834,1.6791179,4.303181,4.6549144,5.80152,4.5194206,7.2424903,6.9109674,5.9502096,6.4935484,5.7260065,5.3097196,3.5787864,8.722342,4.4783654,4.5381336,6.134393,3.5826418,5.087576,3.5782497,6.487521,6.697053,5.143255,4.054268,6.2263985,3.6445596,7.0767303,2.571892,4.5234413,8.039469
-0.5127014,11.566461,12.218131,5.9922695,-0.28084925,8.714189,1.747349,6.8559866,9.568978,6.1867113,2.869329,4.5711555,2.8089862,4.5121336,6.595729,-1.1578865,4.0795755,7.585113,5.456629,2.8049562,6.1398416,1.4294878,4.1293626,4.5086846,5.850779,4.167347,7.404769,7.009949,6.167354,6.413846,5.8824606,5.4296985,3.2702255,8.987703,4.236909,4.3802466,6.2658114,3.4362688,5.2126455,3.5202057,6.586554,6.9372387,5.0095787,3.6574674,6.301332,3.4048374,7.2478094,2.7180862,4.3406005,8.337739
