UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,UMAP_19,UMAP_20,UMAP_21,UMAP_22,UMAP_23,UMAP_24,UMAP_25,UMAP_26,UMAP_27,UMAP_28,UMAP_29,UMAP_30,UMAP_31,UMAP_32,UMAP_33,UMAP_34,UMAP_35,UMAP_36,UMAP_37,UMAP_38,UMAP_39,UMAP_40,UMAP_41,UMAP_42,UMAP_43,UMAP_44,UMAP_45,UMAP_46,UMAP_47,UMAP_48,UMAP_49,UMAP_50
6.8917155,10.136256,8.592669,9.7224245,5.8131332,3.659578,7.0259805,6.4550896,5.9451146,5.103597,2.7048228,5.12902,5.8732424,1.4810076,4.318482,5.928306,5.016677,3.8862278,5.5149555,3.0918915,3.4795012,3.5670407,4.9294853,3.4628224,5.3656464,3.6774192,4.160803,3.2225688,6.276877,5.3568926,6.077175,4.239292,3.8234813,4.7347198,2.528656,4.3923416,4.3949394,4.482261,6.7616034,3.5930605,3.6436272,5.391443,5.5122347,5.1055007,2.5734982,5.1128073,5.794285,3.396272,3.9552603,4.3819304
6.411617,10.669447,8.540098,10.172918,6.029683,3.546145,6.8716216,6.548204,6.034649,4.8680205,2.8402677,4.8996415,6.108965,1.5406334,4.4079285,5.8630214,5.369722,4.186484,4.7269235,2.7836392,2.9285052,3.5525506,5.0880594,3.2827308,5.266846,3.969765,3.8770754,2.9935112,6.109907,5.5123014,5.845398,4.106187,3.6941457,4.5738397,2.136434,4.6417723,4.4289675,4.3569403,7.0310884,4.050151,3.4714372,5.4163,5.895192,5.202844,2.3775232,5.5412235,5.813371,3.47432,4.0646825,4.298388
5.69814,10.643306,7.898648,10.511388,5.9925117,3.789874,6.882193,6.291675,6.13043,4.7500134,2.7878883,4.9682856,5.932203,1.8734069,4.484509,5.715633,5.544286,4.2985415,4.51102,2.6969142,2.799906,3.5560286,4.8626184,3.1089694,5.256229,4.008675,3.9578083,2.9272487,6.4895253,5.529473,6.1894407,4.404555,3.7483613,4.579003,1.8955812,4.744335,4.7939434,4.251958,6.976678,4.0985312,3.4712877,5.2748094,5.7685223,5.2244196,2.5388145,5.1765842,5.672357,3.461006,4.388805,4.080122
6.322954,10.856782,8.64323,10.182862,5.9605436,3.461796,6.9073634,6.581572,6.100852,4.7617483,2.8070905,4.840121,6.025857,1.526823,4.535242,5.763064,5.560985,4.382891,4.39682,2.478356,2.4191644,3.3036714,5.0840287,3.1331692,5.187335,4.0732093,3.885529,2.8364146,6.145875,5.4890056,5.8818116,4.257372,3.7115276,4.6001043,1.8073629,4.7533636,4.6059785,4.376723,7.223725,4.162173,3.403663,5.4043307,5.988907,5.1531205,2.2775824,5.7517333,5.9455433,3.3461533,4.1502113,4.1845727
4.8696585,11.280317,6.5142155,11.031308,5.937562,4.3825874,6.484949,6.8011494,6.463288,4.2100177,2.5422237,4.6470814,6.314359,2.1713316,5.4369154,5.194933,6.257841,4.5558834,3.458976,1.9244832,1.9818922,3.2397957,4.888407,2.3450503,5.1758885,4.667559,3.4738016,2.2577038,6.9445853,5.651903,5.957891,4.926808,3.2990937,4.6682215,1.3437232,5.372182,5.342079,4.2005453,7.7348166,4.932659,3.5476515,5.0792484,6.1510177,5.4064484,2.131472,4.9433856,5.3032284,3.560004,5.4036818,3.952174
5.004373,11.334451,6.804056,10.933888,5.9969325,4.2190967,6.5951934,6.842495,6.429197,4.2613945,2.5789359,4.645594,6.2384596,2.0325046,5.4624662,5.147182,6.3212805,4.5962415,3.3278058,1.845484,1.8360254,3.1484857,4.928278,2.327248,5.093268,4.7268453,3.566288,2.276096,6.864138,5.633814,5.9096775,4.8616447,3.3151479,4.625074,1.1971183,5.353588,5.4455037,4.388737,7.756188,4.9495196,3.5236683,5.0898414,6.2809043,5.3777833,2.0534098,5.1757426,5.5153675,3.4610667,5.207515,4.0373554
6.086914,10.657019,8.185513,10.147971,5.783358,3.5672288,6.9249377,6.4076385,6.008232,4.706471,2.6755993,4.8669453,5.9467587,1.63891,4.574666,5.803742,5.602529,4.3470097,4.729515,2.5184858,2.5879505,3.2416282,4.8487163,3.150354,5.250351,4.0286922,4.0299144,2.8864715,6.4287243,5.514758,6.154765,4.42852,3.7742171,4.7346926,1.8511827,4.615158,4.818869,4.2874346,7.195521,3.9673016,3.5402105,5.2852807,5.6673713,5.035025,2.393216,5.0827065,5.87338,3.3204608,4.2592,4.147264
4.328213,11.252225,6.9447994,11.203072,5.935773,4.000166,6.838072,5.9446697,6.1501665,4.4440985,2.6994574,4.767563,6.0677724,2.0405898,4.944373,5.429231,6.264625,4.625323,3.6247387,2.1144571,1.9518223,3.2634127,4.6566825,2.7008142,5.176291,4.3504143,3.902112,2.5670984,7.0802293,5.740144,6.4547806,4.6372876,3.7628984,4.794394,1.2499692,5.0319448,5.5133104,4.1684856,7.335087,4.484444,3.66696,5.0176735,5.853817,5.281375,2.585621,4.84546,5.578559,3.2227056,4.778075,3.8689668
6.8297143,10.844395,9.085147,9.877996,5.930426,3.2306297,6.974444,6.7444153,6.029889,4.8349824,2.812013,4.814921,6.0428305,1.2620637,4.5299497,5.829725,5.508149,4.358946,4.5204587,2.418763,2.3558793,3.1878405,5.2075033,3.2039905,5.155065,4.0403605,3.9171183,2.8610353,5.9125876,5.4460526,5.7048173,4.1574063,3.7127945,4.6325464,1.8191485,4.64547,4.493836,4.5034723,7.2925572,4.089494,3.3997188,5.486741,6.081563,5.070672,2.1399193,6.0048385,6.158851,3.2398791,3.911986,4.3020654
4.7558103,11.257965,6.760188,10.945289,5.8334394,4.1944366,6.6479254,6.3161244,6.2276144,4.35393,2.596623,4.7070265,6.2152576,2.084753,5.198648,5.377117,6.223942,4.5338616,3.792364,2.047149,2.0341146,3.1900089,4.68926,2.6050692,5.224126,4.452459,3.7085526,2.4267635,7.09322,5.7188587,6.2879524,4.784035,3.5639393,4.8457127,1.4236677,5.138387,5.3979354,4.1521373,7.543707,4.5739074,3.7450686,5.0270205,5.8136,5.344808,2.451572,4.702239,5.412733,3.328538,5.065247,3.9352958
