UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10
8.514874,10.212753,4.9779043,7.4957047,6.395212,7.129416,4.7092633,-0.1356476,10.459156,0.7530922
8.878057,11.223157,4.19824,7.429534,7.767001,6.5611224,5.4795675,0.09698455,10.056033,1.1369848
9.477119,10.265534,5.096655,7.5340495,6.4313135,6.0451045,4.5650535,0.96770865,10.203038,1.3022022
9.17751,10.6730585,4.9560266,7.301399,6.561461,6.7675023,4.45701,0.32870036,10.612077,1.3751125
9.0751705,10.088149,4.9071264,7.8948207,6.3434877,6.331495,4.5723276,1.086773,10.186717,0.9258578
8.368551,10.173327,4.158289,8.099189,6.284445,6.702256,3.9764638,1.3821787,10.44579,0.7384002
9.744013,9.574181,5.813185,7.614222,5.3168173,6.4329085,3.8699985,0.66780996,10.264243,0.9142967
9.292819,11.240763,4.630794,6.9807134,7.01461,6.4562063,4.7191777,-0.13951844,10.636818,1.7001848
7.6552467,10.715081,3.5472112,7.927578,7.0828657,7.548362,3.999561,0.7534091,10.575429,0.69488287
9.005672,10.231617,5.2484145,7.232613,6.1104355,6.672075,4.501811,-0.021346126,10.576849,1.2055409
7.6028657,10.837495,3.2303042,7.9113765,7.6689653,7.5425005,4.214461,0.72491354,10.197587,0.7866983
7.9459505,10.381208,4.5071692,7.3435674,6.6486645,7.2264814,4.8144054,-0.4491688,10.4569,0.8601308
9.626233,10.122488,5.405335,7.30411,5.9438086,6.063883,4.18325,0.8325553,10.411495,1.5640416
8.262542,11.400334,3.9899137,7.039929,7.936067,7.8860946,4.3795586,0.21988976,10.6135025,1.1941345
8.188078,10.388799,3.8697362,8.071451,6.093708,6.7374887,3.5248163,1.5450897,10.868203,0.8531059
8.044578,11.540379,2.9461088,7.672402,8.199112,7.0847964,4.692577,0.22684596,10.340102,1.1597373
7.954399,10.152804,3.9090912,9.0306015,6.783024,7.0415325,4.75462,1.1387147,9.622035,0.55972046
8.853041,11.2210655,4.086905,7.423523,7.793528,6.552197,5.3996167,0.15773702,10.073975,1.0267831
8.160282,10.746642,3.6614468,7.5422626,7.5928216,7.391092,4.1600347,1.0006992,10.138369,0.8449805
8.615331,11.688048,4.038481,6.6216693,8.406781,7.533415,4.7687545,0.38031748,10.40453,1.5802178
