UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10
7.9100876,5.1605635,4.2324495,12.214437,-0.37556857,-0.40518892,11.175741,11.690911,2.168293,1.6823155
8.048091,5.1949654,3.8290684,12.757567,-0.17029446,-0.31263918,10.870071,11.069346,1.9622073,2.334187
7.839242,3.6112645,4.0424204,13.446974,-0.31932306,-0.06268375,12.216851,11.449527,1.5646701,1.5289531
8.348946,4.7916613,4.426479,12.744411,-0.65355974,-0.19602226,11.737528,11.96925,1.8529516,1.5745202
7.8474517,4.5051823,2.8304977,13.225941,-0.21830902,-0.11256621,11.414028,10.700574,1.6282903,3.3312843
8.150755,4.7273564,4.445127,12.595536,-0.50953937,0.18076305,11.580889,11.726699,2.0437715,1.0801234
7.7538767,3.7876348,2.83258,13.5194435,0.052442595,-0.19268675,11.727319,10.9231,1.3280913,3.1620355
7.6229424,4.1974897,3.3004282,13.441593,-0.034380596,-0.0837926,11.419179,10.672486,1.5852215,2.4536934
7.591478,3.6959643,3.4441953,13.56518,-0.34530124,-0.39036188,12.042114,11.322629,1.5366215,2.0005984
8.303122,5.1087,3.5605693,12.923935,-0.37314555,-0.52282864,11.043905,11.808598,1.6798319,1.948236
7.974282,3.9460263,4.049068,13.20316,-0.42610362,0.03397836,12.093896,11.56956,1.689219,1.5753267
8.074163,5.3640723,4.1375995,12.443333,-0.36217752,-0.6268148,11.010567,11.594179,2.1410322,1.8084939
7.881974,3.8277571,3.2309048,13.395832,0.035770155,0.10149316,11.749609,10.74718,1.5142494,3.0548985
7.9314027,4.163082,2.7444868,13.518479,-0.15239134,-0.28262398,11.598727,11.001826,1.3799264,3.1611814
8.263476,5.438414,4.5417123,12.118761,-0.47105893,-0.38669148,11.208231,11.576288,2.256287,1.9467901
8.309417,5.212073,3.757276,12.547088,-0.18506478,-0.5279833,10.675587,11.44011,2.061896,2.3702028
7.9371276,5.195098,3.9274216,12.406437,-0.09539992,-0.55217576,10.924207,11.079046,1.8780365,3.2957184
8.115968,5.1316214,3.432273,12.920029,-0.15172973,-0.38792634,10.800708,11.199566,1.7962822,2.334647
8.109971,4.7400265,3.9873693,12.45044,-0.6070635,0.14376432,11.640586,11.956565,2.1151671,1.406692
8.18436,4.783273,4.6181183,12.645864,-0.28968182,-0.13177262,11.47378,11.45807,2.0031877,1.4522854
7.831336,4.345284,3.5440984,12.534629,-0.6854479,0.19156706,12.057446,11.900602,2.0059707,1.9876289
7.7007027,3.7361026,3.4249864,13.090978,-0.100260936,0.06484546,12.067703,11.265236,1.5288073,2.8740473
7.824428,4.3032174,3.1547165,13.04916,-0.008341214,-0.7250887,11.51921,11.847299,1.2962657,2.3676589
7.3646164,3.4809134,2.7395716,13.560571,0.14542036,-0.124856934,11.943584,11.023882,1.1569619,2.7793608
7.547987,4.466673,3.00089,12.946663,-0.2432631,-0.19962443,11.620851,10.775898,1.6881622,3.4634013
7.723944,3.8200214,3.250683,13.682487,-0.118918516,-0.21866097,11.725343,11.2096405,1.3654677,1.9504228
8.485128,5.712126,5.7108235,11.347201,-0.35408685,-0.04858229,11.417756,10.788156,2.6286902,2.5926433
8.007972,3.9933043,3.6689346,13.195653,-0.2081661,-0.41211593,11.815007,11.811538,1.5239153,2.1126819
7.6331244,3.8202481,3.1526403,13.480317,-0.01122595,-0.034238435,11.691181,11.178284,1.3654058,2.2619858
7.7562146,4.1040096,2.8728688,13.6275425,0.03941722,-0.27040532,11.427787,11.01907,1.2268555,2.6088493
8.439125,4.6001444,3.073991,13.166913,-0.4260139,-0.09826883,11.325628,11.746109,1.6992708,2.101157
7.791692,4.018782,3.8170757,13.327211,0.029827122,0.012463633,11.613127,11.0513935,1.5204159,1.9925817
8.576719,5.5045524,5.4525676,11.811167,-0.24980341,-0.020685874,11.281656,10.964562,2.422166,2.223279
8.550788,5.725737,5.7498016,11.397304,-0.31276166,-0.056346737,11.363725,10.789863,2.6226025,2.5523815
7.1310806,4.493371,3.1766963,12.513604,-0.26760924,-0.06828331,11.71287,11.169239,1.7854321,2.7914248
8.488341,5.0805163,3.2614565,12.947266,-0.45645675,-0.29972446,11.075879,11.807634,1.6682369,2.2144623
7.656477,4.0734506,3.1674545,13.342687,0.004375126,-0.83118457,11.724446,11.360698,1.170754,3.2133892
8.304606,5.0398083,4.1656017,12.750488,-0.3437072,-0.3760702,11.230361,11.744791,1.7565234,1.7305585
8.106097,4.9642625,3.268884,13.09011,-0.075158015,-0.3123639,10.847239,11.0993,1.6568114,2.483208
7.9890466,5.0634995,3.8166845,12.521781,-0.37851644,-0.9554849,11.175221,11.951376,1.9649634,2.1152303
7.5623755,3.7718236,2.64958,13.594985,-0.02106526,-0.19018379,11.772489,11.198888,1.1914343,2.5185285
8.49002,5.6356463,5.5289826,11.486237,-0.36782688,-0.0728867,11.429792,10.802098,2.5928774,2.5279257
8.070775,4.623433,2.655542,13.098289,-0.29394534,0.21655479,11.292786,11.143425,1.6659491,2.6399255
8.093479,5.0094285,4.589818,12.273236,-0.44046438,0.0042369445,11.409517,11.673106,2.210681,1.2941788
8.212883,5.138628,3.9407837,12.556078,-0.57543117,-0.6744338,11.356101,12.078066,1.8696207,2.140529
7.7560916,4.475177,3.3646138,12.866826,-0.39868647,-0.9003416,11.479088,11.84911,1.8492211,2.3119829
7.7767763,4.6049185,3.3860652,12.635097,-0.22886644,-0.19658267,11.558743,10.922619,1.9028015,3.3779
7.666735,3.7942612,2.723453,13.509017,-0.06583333,0.25149542,11.783782,10.781069,1.4281539,2.7391233
8.617157,5.653213,5.6714535,11.521125,-0.2857769,0.011468732,11.349031,10.779752,2.5515976,2.4662447
8.171821,5.218628,4.374517,12.225649,-0.4304989,-0.28629655,11.190718,11.730127,2.2329993,1.5807729
8.005793,4.260572,2.7139409,13.495747,0.020850146,-0.008643949,11.276476,10.9759655,1.3410362,2.78711
8.431289,4.704619,2.9594803,13.039777,-0.3933782,0.13237348,11.184529,11.43267,1.8299696,2.4535525
7.995431,4.4721484,3.3175516,13.418496,0.04295707,-0.5247139,11.166553,11.202645,1.3225917,2.6386285
7.8017597,4.1518435,2.6519394,13.387729,-0.11698303,-0.023993956,11.578328,10.717289,1.4975717,3.3501816
7.8738127,4.590251,3.7285438,12.383316,-0.68832403,0.13185808,11.869814,11.942074,2.1145096,1.7240698
8.08549,5.021135,4.6316395,12.244409,-0.5652945,-0.08823745,11.56097,11.783607,2.1593616,1.476661
8.158426,4.24339,3.312993,13.0838375,-0.16874686,-0.10048827,11.416913,11.645458,1.7124926,2.1541874
7.451395,4.720109,2.9033518,12.601953,-0.3814175,-0.060161676,11.526151,11.388726,1.7498748,2.6815922
7.59099,5.200026,4.1198254,11.813008,-0.6656916,-0.35627,11.598905,11.714005,2.3589723,2.1628685
7.875132,4.7679725,3.814385,12.654243,-0.12986922,-0.61610943,11.304215,11.743834,1.7313403,1.7466562
7.840261,4.1448555,2.5817835,13.570163,-0.36557862,-0.25351134,11.715086,11.244117,1.3606924,2.7069802
