UMAP_1,UMAP_2
2.940334,-4.661327
2.0176177,-4.575535
-0.91556126,-3.7916365
1.396523,-3.1311543
0.9965707,-7.702992
1.8573331,-3.1855083
-0.54653674,-7.3219986
0.17865887,-6.598784
-1.297946,-4.661845
1.5154527,-4.9058948
-0.22350293,-3.9948905
2.4302232,-4.357547
-0.23091309,-7.2366347
-0.021196846,-7.3108687
3.0707448,-4.176441
2.3070412,-6.103831
2.4795473,-6.4275312
1.8745482,-5.280234
1.0996293,-3.5136213
1.9338247,-3.4720404
0.22865197,-4.0174475
-0.38193718,-5.644151
0.41322002,-5.120766
-1.3281603,-7.3237257
1.0366033,-7.663743
-0.4501635,-6.4058313
5.1356425,-3.208948
-0.5105649,-4.637957
-0.11196032,-6.4930253
-0.49861735,-6.863954
0.97534364,-5.071715
-0.0551339,-6.0565805
4.3153415,-3.328705
5.2054605,-3.0879002
1.6453052,-7.152503
1.581333,-4.9874215
-0.68711317,-6.0972443
1.6836365,-4.765194
1.6795799,-5.7571383
1.7244601,-5.1085043
-0.7689903,-7.2043796
4.894619,-3.2897289
0.616569,-6.987165
2.9527347,-3.7832654
1.8818167,-4.819724
-0.26131964,-5.105811
1.6657336,-7.452785
-0.22421007,-7.8615284
5.0179195,-3.0174515
2.6149158,-3.9929106
0.12170322,-7.129705
1.2260357,-5.898329
0.45629036,-5.8235364
0.11591227,-7.9291167
0.7093325,-3.6666348
2.29487,-3.1978085
0.5060903,-5.5262027
1.5412469,-7.093108
3.306237,-4.737405
1.3873496,-4.834887
-0.25778884,-7.039385
1.328849,-7.722166
2.643381,-5.7752843
0.0327445,-7.377725
-0.15691067,-6.830718
-1.1858838,-7.4199157
1.5308862,-6.8363867
2.0055015,-6.638433
0.9429891,-8.019845
-0.59282464,-7.173897
2.4737659,-3.2233648
2.0689123,-4.7460184
4.3941402,-3.4343922
0.116537586,-6.4293766
2.7577424,-3.2367337
-0.85441494,-5.738313
2.2757108,-4.4070406
2.0922246,-6.7144694
-0.49114126,-7.20676
1.7577354,-7.6905284
0.38536942,-6.26368
2.1871264,-4.485247
1.058548,-5.635774
1.855703,-5.882449
0.32125512,-6.9109426
-0.38769343,-5.8825865
4.848073,-3.2144995
1.7328815,-4.37323
0.8257046,-4.749874
1.5898347,-6.014318
2.2935097,-6.0486293
0.4178441,-6.912095
1.4904776,-7.4568615
0.039003182,-5.55683
2.7342353,-4.1648426
2.350161,-4.3410482
1.6625711,-4.4586267
0.51748556,-4.692698
1.3539484,-5.843433
0.11578524,-7.7105865
1.0969263,-7.109035
1.0008752,-5.3743367
1.231697,-7.7481294
-0.573156,-4.54448
2.3464925,-6.4583125
-0.95003784,-7.466
0.5520066,-6.5985074
1.5461525,-5.906073
2.2214408,-3.4347007
-0.73915726,-6.683761
1.3010123,-5.929152
1.679201,-4.1115685
-0.68388337,-6.497605
2.9774964,-7.2367954
2.0759957,-4.733942
1.4927351,-7.165179
4.036087,-3.7442122
-1.1200218,-6.06218
-0.30727607,-6.9967623
-1.108857,-3.4696
0.8333028,-4.282515
0.33414757,-6.9634132
0.33137417,-4.232662
-1.1175715,-5.8342733
0.771193,-6.8719664
0.48141474,-6.1000175
-0.031964917,-8.088783
-0.4529086,-6.8047285
1.4326098,-3.929781
2.113639,-7.4361806
2.5392752,-4.1113887
5.122584,-3.2956696
0.8754883,-3.943201
1.5683204,-5.0307403
3.2538981,-8.087643
1.3390124,-3.7190773
1.3245531,-5.3762007
2.8045003,-4.2550993
0.7111621,-7.6937437
3.2964647,-5.567428
2.0566323,-5.3869348
0.8503607,-6.8402123
2.0960698,-4.299906
-1.0046617,-6.4347734
-1.266074,-6.5693736
-0.73106045,-6.7004914
-0.553867,-5.3813105
1.8903799,-5.381126
-0.59466636,-3.3886797
1.1090915,-7.060742
1.0980062,-5.734692
2.035252,-5.6626434
-0.47705683,-7.4849596
0.88233536,-6.667259
1.3988935,-6.643449
4.9547734,-3.095273
2.2014275,-6.894389
0.62311405,-7.34382
2.04026,-6.7400274
0.2723903,-6.4896593
0.10245792,-6.892602
1.686613,-5.031502
1.5148723,-6.60207
-1.0984429,-7.0685205
2.2697706,-6.612314
-1.1502264,-6.3113117
0.7224463,-4.1696334
4.6456914,-3.44431
0.35482457,-7.5940757
1.1658038,-6.7736306
-0.05266125,-6.7549353
3.2372544,-7.60584
1.7884668,-8.058076
0.7766728,-7.4406424
-0.32239917,-4.857535
1.9669937,-4.199674
-1.3978711,-5.2003727
-1.1572319,-7.508432
0.32938844,-7.3813987
-0.30957496,-4.8668666
0.57771945,-6.987958
1.7633389,-4.1536827
-1.3604716,-5.905177
-1.1150938,-7.117609
-0.32669884,-7.3594694
-0.14852475,-7.097675
1.2803526,-4.353261
-0.9871775,-3.3122241
-0.98156786,-4.259541
1.8839202,-4.119476
2.5829628,-5.926534
0.4392912,-7.310486
2.842581,-3.5694172
-1.3288962,-7.3366976
0.32246894,-5.599663
-1.0723794,-3.4091375
0.21608533,-4.8005466
1.1346616,-5.42461
4.5557284,-3.2493277
1.1968838,-6.0089474
1.3869054,-5.2833905
2.271849,-6.0282235
-1.0741092,-5.6053247
0.7204586,-6.878375
1.7932634,-5.787651
-0.65490294,-5.55576
1.2608804,-6.52866
-1.0626001,-3.388243
1.9986267,-5.069124
2.4425232,-6.363286
2.056792,-3.7487717
-0.9506867,-5.737656
2.9363825,-5.966496
2.0215962,-3.5089262
0.93758047,-5.9797244
