UMAP_1,UMAP_2
7.435459,-7.5189524
5.9875436,-7.900586
1.8265889,-3.9887688
4.755176,-3.8460858
2.6380615,-11.68964
6.3383904,-4.024698
0.21439607,-9.825583
2.2786202,-8.684504
0.3577354,-5.509556
4.76015,-6.769657
2.6100488,-4.012462
7.2404046,-7.512378
0.75475633,-10.177583
1.0499202,-9.8777895
7.4696355,-6.703342
5.827783,-8.571897
6.098758,-10.123546
6.116453,-8.212915
5.5639997,-4.931086
6.039276,-4.9793506
3.199751,-5.3312945
1.0122648,-8.678213
3.1060014,-7.3042827
-0.5052534,-10.070245
2.860641,-11.449683
0.9104699,-6.379029
11.240867,-7.1401143
1.8158008,-5.952067
1.8648528,-8.931673
0.9293929,-9.305101
2.4568884,-5.8002357
1.8553299,-7.0174284
9.24191,-5.504693
11.622961,-6.8825393
4.2058916,-9.967642
4.420553,-7.3958774
0.050536167,-8.695889
5.2047634,-6.3613787
5.0761676,-8.699436
4.257341,-6.7645636
0.3703037,-9.598482
10.131395,-6.953382
2.645367,-9.90807
7.6536236,-5.3076286
5.4745173,-6.7614074
2.7876074,-7.107696
4.130219,-11.337733
0.5061866,-11.16068
10.474511,-6.2070746
6.812218,-5.929443
1.5984144,-10.013818
4.167341,-8.496007
2.3396935,-8.379357
1.1893963,-11.867796
5.0899444,-5.4561524
7.260126,-4.9788666
2.7916894,-7.6370893
3.8123386,-10.115431
8.002571,-7.759743
4.78112,-7.1197004
0.79433787,-9.818674
3.347575,-11.516205
5.5820365,-8.230805
1.0329872,-10.050892
1.3037645,-9.567539
-0.54892814,-10.402732
4.7981,-9.802382
4.9134436,-10.256355
2.8414445,-11.954818
2.1813986,-9.427909
7.1257734,-4.698199
5.254996,-7.029969
9.591414,-5.9986725
1.9195333,-7.834448
7.9596577,-4.864856
0.64944273,-7.210421
5.891915,-6.4008265
4.526312,-10.392396
0.2437874,-10.005998
3.9366832,-12.068696
1.7483506,-8.758478
6.198916,-6.9078484
3.792244,-8.062256
4.9535336,-9.003478
1.6577035,-9.638017
2.60019,-8.32535
10.392059,-6.79786
5.3342543,-7.072787
3.5932488,-5.9585733
4.805851,-8.432429
5.388275,-8.833794
1.9061687,-10.171701
3.4421809,-11.738792
2.261258,-7.771553
7.4744325,-6.900336
6.3439603,-6.5782123
5.1216617,-6.250887
3.1514194,-6.2677164
3.9575741,-8.378363
1.1645497,-11.1830015
2.8426197,-10.263104
