UMAP_1,UMAP_2
9.559163,12.981084
11.387532,13.308799
7.969126,13.290543
9.30438,13.43434
7.7600646,14.052966
7.8673887,15.415121
7.002522,12.169289
9.213644,11.517405
10.1880665,16.405704
8.950325,12.254202
10.133429,16.329273
10.26728,12.566321
7.8196807,12.483434
11.386022,15.055236
7.49431,15.817622
12.15973,15.2519045
8.424849,16.36527
11.394691,13.673171
10.192524,15.39623
11.473863,14.382926
7.8390265,13.517436
11.613692,15.730373
8.914314,13.777084
11.799803,14.804451
9.670648,15.552573
7.999982,13.948023
9.858038,13.854838
11.617361,16.564947
12.414601,13.91592
12.248274,15.422034
11.787698,15.216072
10.725545,12.765289
6.6520963,13.875531
8.16856,14.898979
8.227461,12.453557
8.561451,16.517014
8.656922,15.100877
8.5631895,12.747316
7.4524536,13.366194
10.343012,14.0095215
12.199772,15.466397
10.196459,14.425609
10.883808,16.116713
11.997381,16.009151
10.469015,14.786517
11.1474905,16.517494
5.130262,14.953345
10.687005,13.001538
12.6619215,15.295652
11.400506,15.353835
10.39775,16.272152
11.49052,14.547152
10.497802,15.948876
5.2731824,14.776229
10.157538,13.891622
7.789091,12.40921
11.39316,14.888595
10.935518,15.552927
11.386549,14.812811
11.323405,15.910551
10.056338,13.705099
7.256242,14.404139
9.9651985,14.301032
10.735122,14.523895
12.648702,13.66543
9.968219,12.810665
6.151623,14.311206
11.285939,15.8300905
5.0928936,15.195824
12.075241,13.064394
5.7555037,15.023074
9.901788,15.639079
9.796693,12.3629055
9.439649,13.464546
8.085475,12.890675
12.061044,13.9338875
9.072805,13.727383
7.4303646,14.630047
12.210486,13.621697
9.103537,15.255586
8.87775,13.9756775
6.9719334,12.161423
12.606929,14.655153
5.6214476,14.88013
11.057929,12.8498535
10.3191185,13.663522
8.2699375,12.743145
8.846584,15.912072
7.357216,14.2268915
9.088473,13.191449
9.864881,14.094262
7.559482,12.345483
11.494195,15.317452
9.12733,16.061785
8.047732,12.811619
12.442592,16.185724
9.327776,13.987831
12.521466,13.424295
8.394588,15.148008
5.2843757,15.021691
7.733787,13.622719
8.15475,13.290165
10.624692,15.374606
6.898077,14.002014
10.964778,15.744553
9.220691,15.461314
11.438559,14.389227
9.502669,14.666334
12.092534,14.744637
11.738077,16.378239
9.044158,13.2898245
5.9820147,14.865868
7.634516,12.680166
11.983571,13.728103
