UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,UMAP_19,UMAP_20,UMAP_21,UMAP_22,UMAP_23,UMAP_24,UMAP_25,UMAP_26,UMAP_27,UMAP_28,UMAP_29,UMAP_30,UMAP_31,UMAP_32,UMAP_33,UMAP_34,UMAP_35,UMAP_36,UMAP_37,UMAP_38,UMAP_39,UMAP_40,UMAP_41,UMAP_42,UMAP_43,UMAP_44,UMAP_45,UMAP_46,UMAP_47,UMAP_48,UMAP_49,UMAP_50,UMAP_51,UMAP_52,UMAP_53,UMAP_54,UMAP_55,UMAP_56,UMAP_57,UMAP_58,UMAP_59,UMAP_60,UMAP_61,UMAP_62,UMAP_63,UMAP_64,UMAP_65,UMAP_66,UMAP_67,UMAP_68,UMAP_69,UMAP_70,UMAP_71,UMAP_72,UMAP_73,UMAP_74,UMAP_75,UMAP_76,UMAP_77,UMAP_78,UMAP_79,UMAP_80,UMAP_81,UMAP_82,UMAP_83,UMAP_84,UMAP_85,UMAP_86,UMAP_87,UMAP_88,UMAP_89,UMAP_90,UMAP_91,UMAP_92,UMAP_93,UMAP_94,UMAP_95,UMAP_96,UMAP_97,UMAP_98,UMAP_99,UMAP_100
1.4217117,7.5432615,11.704479,7.5624323,5.732814,4.7679,4.424567,5.7467747,7.2621694,2.3890405,7.4632072,5.2899923,7.9975915,4.497182,6.1189704,6.357267,3.016017,6.2200556,7.4849596,4.6503735,4.384749,2.545254,6.090211,4.039424,2.3481467,5.4685545,5.9967384,6.4995418,6.900863,4.841737,3.8361206,5.556896,4.5563116,6.1117725,5.84315,5.283752,6.3823295,5.4754195,6.003159,5.648851,6.927316,4.676256,4.8399844,4.0048213,5.9961658,4.7229843,4.714139,4.3742976,4.3409677,5.083833,3.7977684,6.6345835,6.002571,6.9068985,5.7339625,5.3800654,3.6642022,5.1917696,4.6937175,3.369211,7.781237,5.178739,2.8344564,5.757571,5.304341,5.619606,5.9730654,3.7188516,3.3762517,5.128776,4.472628,4.860595,4.6344166,7.428122,4.5344934,4.6489363,5.2654843,5.032903,4.4609237,5.657533,5.0804954,5.3771505,4.8242,5.4128547,6.630774,6.13084,4.083997,6.4084167,5.8429575,4.2994747,5.160686,4.949235,3.9839463,5.733541,5.628596,3.4467802,5.8938274,5.8671002,5.406913,3.960861
1.3053025,7.6888075,11.713155,7.4909844,5.747179,4.8823137,4.4816823,5.8191795,7.1549997,2.2864983,7.5219464,5.4407005,8.032892,4.3158274,6.096651,6.345093,2.921681,6.2791343,7.571727,4.4907928,4.430518,2.4592364,6.1201696,4.0885763,2.28223,5.4800425,6.045549,6.6282535,6.9378285,4.89429,3.7386851,5.6109085,4.703936,6.00964,5.9253063,5.34544,6.396976,5.271897,5.993524,5.609395,6.8250723,4.5581393,4.7505455,4.0110893,5.9398685,4.7414865,4.7374916,4.3542433,4.4216657,5.030522,3.7725973,6.61593,6.018469,6.9465027,5.803791,5.350705,3.5596032,5.229791,4.740966,3.3867354,7.8171277,5.1350813,2.8050756,5.7657843,5.1373115,5.8141193,5.9891653,3.614017,3.3164208,5.0417376,4.5028286,4.844528,4.6121397,7.477746,4.524962,4.6194434,5.242724,5.0707717,4.5096726,5.692596,5.060199,5.399936,4.7132006,5.309892,6.6981707,6.213275,4.077974,6.431993,5.8509717,4.3687234,5.1694956,4.88697,3.989836,5.6995373,5.6128993,3.4547923,5.8903975,5.815783,5.4074464,3.9304795
-0.05166702,8.362102,11.617367,8.0638485,5.689972,5.344372,4.5231414,5.8694415,6.84774,2.5996318,7.4428287,5.344724,8.273337,4.5080156,6.003594,6.418271,3.2163143,6.074934,7.4694433,4.5364747,4.166166,3.1274755,6.2575526,4.0133452,2.6803596,5.3985014,6.092081,6.417586,7.064408,5.005533,4.0242553,5.6192727,5.0431094,6.0424,6.0032935,5.508472,5.8726387,5.0382423,5.747868,5.6253567,6.8814864,4.5006905,4.8599143,4.2643647,5.878057,4.7123723,4.756189,4.7184505,4.467426,5.323012,3.6981223,6.6507792,5.8719068,6.6088777,5.630848,5.2625456,3.8680856,5.25188,4.92195,3.4702935,7.336193,5.007907,2.9684308,5.843732,4.863603,5.7447376,5.8853064,3.8832784,3.3754811,5.138493,4.4796553,5.0313745,4.723943,7.28149,4.6411657,4.7314806,4.782038,5.144011,4.475479,5.2266226,5.0009856,5.341017,4.7849226,5.5715847,6.375121,6.100152,4.5324335,6.4016156,5.583926,4.266329,5.0989757,4.997715,4.1831937,5.5815473,5.4688153,3.7062607,5.8404365,5.8455243,5.352196,4.1192865
1.2140334,7.783918,11.415553,8.077707,5.5718255,5.2798553,4.6095176,5.7972326,7.053027,2.5824785,7.48346,5.2706513,8.175962,4.5967746,6.0283237,6.3796144,3.1750443,6.2852516,7.5486264,4.505568,4.29428,2.961719,6.0822845,4.107017,2.5493512,5.390062,6.067487,6.492529,7.011851,4.936156,3.9927447,5.5342627,5.0132194,6.0046225,5.8508406,5.4728837,6.0729394,5.1264753,5.7613435,5.5621915,6.9072595,4.4981647,4.868733,4.255518,5.881982,4.676202,4.708409,4.5578117,4.478675,5.298107,3.7911305,6.635154,5.9108047,6.731606,5.642636,5.210051,3.832144,5.2612653,4.810949,3.513522,7.5208235,5.150452,2.9828174,5.7864957,4.904502,5.771695,5.855671,3.7614706,3.3647785,5.0390253,4.4885464,5.12169,4.7353077,7.327846,4.6948886,4.79674,5.0904307,5.048079,4.4510055,5.304853,5.001956,5.289879,4.8445873,5.4486356,6.4567924,6.0361767,4.242536,6.3397703,5.608984,4.3130813,5.058641,4.970237,4.22218,5.7054334,5.4731555,3.6231291,5.7807965,5.813998,5.481709,4.050122
0.6524473,8.167455,11.859183,7.3292203,5.783515,4.815246,4.4810534,5.976248,6.9046936,2.2800586,7.698028,5.629896,8.274438,4.2092957,6.059557,6.4133925,2.7948475,6.128892,7.7207017,4.4843006,4.4416327,2.4207082,6.243935,3.9983811,2.2641387,5.5730376,6.234155,6.6926537,7.0807023,4.907609,3.5192401,5.746593,4.59724,5.9456234,6.1881456,5.271291,6.388517,5.1658235,6.073446,5.572734,6.78583,4.5688214,4.5754514,4.010089,5.967362,4.8106318,4.6433144,4.4594173,4.35279,4.9546547,3.8029733,6.582666,6.0268826,6.9726167,5.8463473,5.3838377,3.499971,5.178428,4.737707,3.2815642,8.09145,4.978052,2.6549094,5.8320527,5.140774,5.9089622,6.0672603,3.5580127,3.1089013,5.060237,4.6758995,4.641003,4.3662333,7.692407,4.5036035,4.6340075,5.1306267,5.3116293,4.498845,5.8752465,5.0173807,5.506534,4.6150393,5.1449556,6.772158,6.302978,4.1370463,6.4929037,5.9420547,4.436692,5.293382,4.913499,3.8370922,5.766843,5.7223773,3.2635224,5.9546604,5.771966,5.307789,3.8942525
1.6502447,7.7288938,11.323707,7.9644756,5.6728606,5.2813754,4.595262,5.7432523,7.047057,2.5161073,7.358958,5.2419696,8.111038,4.6021185,6.0649247,6.34919,3.2744825,6.2869797,7.560573,4.5220037,4.1889634,2.8975139,6.109154,4.1268835,2.5885155,5.311091,6.0716805,6.360843,6.951177,4.9555326,4.084014,5.4927387,4.972829,6.065099,5.828432,5.4521556,6.052125,5.186653,5.772561,5.5329614,6.8682957,4.474239,4.881358,4.2030563,5.9379473,4.6841865,4.7620687,4.4946413,4.5499587,5.3032856,3.7288368,6.666118,5.938488,6.6828375,5.66183,5.256721,3.7971158,5.2760973,4.8280115,3.4825416,7.5021787,5.149101,2.9692738,5.8388743,4.94296,5.6938634,5.8155103,3.8215888,3.4173787,5.070173,4.4761686,5.099957,4.729892,7.281014,4.6306205,4.775657,5.110085,5.0757976,4.441705,5.334129,4.9688807,5.25901,4.8797565,5.3856134,6.5093575,5.9863133,4.1825385,6.3415813,5.572332,4.2989893,5.096304,4.9864597,4.2153773,5.6867857,5.4696407,3.6732035,5.6621175,5.717433,5.4366117,4.0226827
0.11304429,8.335293,11.900104,7.4542394,5.7376494,4.88874,4.443729,5.958325,6.8835077,2.3959544,7.694076,5.5735254,8.309527,4.2819643,6.018356,6.417444,2.8489292,5.9977474,7.585469,4.510429,4.3966465,2.6061964,6.279509,3.972875,2.355177,5.546509,6.1660542,6.639428,7.1188836,4.9102116,3.5623703,5.775259,4.672584,5.95391,6.167645,5.2861195,6.2869544,5.1517024,6.031838,5.640424,6.8382187,4.603929,4.6372523,4.040091,5.923367,4.7929845,4.6550765,4.593234,4.343081,5.0445933,3.791652,6.5956774,5.9716687,6.903166,5.7504673,5.387034,3.605504,5.1760564,4.8060784,3.3275192,7.897298,4.9417777,2.7004747,5.80117,5.118468,5.877746,6.0585093,3.6097062,3.1477723,5.1145573,4.6067986,4.714388,4.42683,7.5988154,4.529796,4.6287074,5.0140705,5.2577286,4.4676557,5.693404,5.040765,5.520899,4.658761,5.339196,6.656627,6.2939324,4.287745,6.456271,5.9126534,4.422659,5.2564063,4.9231734,3.8514109,5.7129498,5.694387,3.3136053,6.025629,5.8880563,5.299296,3.9489665
0.44547367,8.203951,11.844882,7.316494,5.885059,4.993991,4.4854465,5.8612294,6.9964495,2.256263,7.565952,5.4775653,8.21823,4.3120728,6.032191,6.3032327,3.0136154,6.0447006,7.5289445,4.4999394,4.340805,2.4969268,6.3287983,4.020287,2.388845,5.380763,6.150469,6.533056,7.006197,4.923676,3.7047226,5.716574,4.6671,6.0600295,6.1015944,5.224106,6.302972,5.271374,6.082884,5.6339436,6.8603888,4.567409,4.683774,3.920895,5.9995575,4.813296,4.7562203,4.4986286,4.462828,5.0487022,3.6970375,6.6888876,5.969362,6.8032904,5.75848,5.4382596,3.5728111,5.2185373,4.894873,3.3553073,7.7422853,4.9588165,2.654732,5.7978864,5.167982,5.790773,5.9763403,3.6675007,3.2408855,5.1792603,4.45291,4.721644,4.511842,7.477243,4.4396634,4.543852,5.102882,5.1250134,4.386581,5.6539445,4.980969,5.5143147,4.7675605,5.3513703,6.7530603,6.224911,4.229835,6.400441,5.9169383,4.4125304,5.2745748,4.92477,3.872383,5.6485977,5.6965127,3.3820775,5.880789,5.852248,5.291766,3.8802893
-0.07051175,8.386799,11.706942,7.88879,5.630471,5.268431,4.531545,5.838835,6.8954945,2.6184125,7.5961995,5.334589,8.341445,4.6034236,5.968603,6.387791,3.1438498,5.988619,7.4177213,4.5163717,4.2791824,3.0230453,6.24686,3.9979553,2.611486,5.383304,6.0803027,6.4516315,7.0972486,4.9343023,3.8512015,5.6912303,4.9441376,6.0234413,6.053268,5.358472,6.0341773,5.1241665,5.856572,5.65405,6.9682627,4.5795336,4.8281355,4.1628184,5.864694,4.7205133,4.701006,4.741918,4.442162,5.313597,3.7595313,6.673488,5.8559694,6.6725545,5.5528235,5.3117466,3.8728905,5.2205586,4.9260206,3.481352,7.4638734,4.9837475,2.8499484,5.7628975,4.978311,5.7684126,5.898483,3.7726252,3.2822554,5.17746,4.4405036,5.0044184,4.640354,7.3365607,4.631735,4.7012434,4.9346867,5.071755,4.360326,5.241641,5.0056005,5.4285927,4.8702726,5.6140423,6.4463387,6.1037173,4.447692,6.3196483,5.7214136,4.364218,5.128091,4.9828844,4.053117,5.6465507,5.552942,3.5047588,5.935042,5.9734006,5.3816695,4.0471582
1.287644,7.749621,11.760788,7.5894055,5.680261,4.760856,4.3929973,5.788761,7.1248693,2.4675245,7.541844,5.371023,8.081228,4.518048,6.1152368,6.432774,2.959581,6.157813,7.495968,4.6154037,4.3747473,2.6430585,6.08509,3.9975963,2.3812888,5.548746,6.004274,6.511624,6.9622684,4.8412895,3.765079,5.611538,4.5810456,6.068738,5.953728,5.3136983,6.323856,5.373239,5.9617453,5.6414857,6.914223,4.68588,4.822518,4.048641,5.9247622,4.706955,4.6689296,4.458594,4.30989,5.1158485,3.8307528,6.611039,5.9845586,6.922186,5.695273,5.369683,3.7015872,5.160317,4.6727214,3.3557856,7.8545914,5.140406,2.8280609,5.765563,5.2611804,5.675064,5.99272,3.7189972,3.312996,5.121802,4.552688,4.850748,4.5744667,7.4724045,4.5700135,4.6734886,5.1703954,5.1157327,4.477343,5.6295147,5.106509,5.3851304,4.7953777,5.4434576,6.577319,6.147173,4.147409,6.426329,5.824939,4.318033,5.166808,4.9563518,3.959258,5.7453833,5.6143646,3.405783,5.9651704,5.890133,5.396081,4.0122223
