UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,UMAP_19,UMAP_20,UMAP_21,UMAP_22,UMAP_23,UMAP_24,UMAP_25,UMAP_26,UMAP_27,UMAP_28,UMAP_29,UMAP_30,UMAP_31,UMAP_32,UMAP_33,UMAP_34,UMAP_35,UMAP_36,UMAP_37,UMAP_38,UMAP_39,UMAP_40,UMAP_41,UMAP_42,UMAP_43,UMAP_44,UMAP_45,UMAP_46,UMAP_47,UMAP_48,UMAP_49,UMAP_50
1.9583038,6.5888853,12.509849,5.5062366,3.911385,4.672091,3.241949,5.4292455,6.2873273,4.4434195,5.6826105,4.528732,8.008298,4.920073,3.5076327,3.1720493,5.253524,4.4230027,5.1827116,5.4255905,3.8319812,6.8485694,4.479877,4.7128353,6.500295,5.7434354,4.8142114,3.4798489,5.5609107,5.5246577,4.932133,4.122147,5.2095284,4.6108804,5.695024,3.6699195,5.706401,4.22449,4.3927603,6.4460826,5.6615186,4.1203246,5.012993,4.7118673,3.862314,5.217153,4.21101,4.181073,5.1219554,4.42274
1.8732976,6.82075,12.619092,5.191192,4.0143895,4.6578526,3.2530303,5.4627,6.2428975,4.74072,5.6350245,4.529054,7.8763766,4.940589,3.4551466,3.2067091,5.2482705,4.4405823,5.1935496,5.4100466,3.7134528,6.820469,4.610804,4.4313397,6.5377984,5.833453,4.7578545,3.4512782,5.4815445,5.569569,4.90161,4.0573163,5.333737,4.674577,5.8372946,3.7472734,5.5921526,4.160675,4.1832795,6.4851193,5.7345,4.2645125,5.024657,4.81498,3.9287195,5.313929,4.1738577,4.3110313,5.105987,4.51811
1.0195549,7.041116,12.433191,4.9211507,4.05733,4.785223,2.7958436,5.9252396,5.653775,4.685533,5.6462827,4.8991485,8.042412,4.5952635,3.0165956,2.7059164,4.3210673,5.0930557,5.7842493,5.4196978,3.501194,6.878154,5.184635,4.4390264,6.7124753,5.878556,4.2851186,3.6463132,5.6372633,5.0695214,4.45885,3.1920595,4.6967845,4.9645157,5.8208175,3.8393655,5.2747,3.7884586,4.2344594,6.701315,5.1632285,4.4101367,4.3866405,4.4389014,4.087505,5.090874,4.801026,4.6561413,4.678312,4.158973
2.1030364,7.073152,12.103816,5.553581,4.0560746,4.8551645,3.0015829,5.54641,6.028787,4.4762983,5.630274,4.828164,8.054772,4.6659985,3.32436,3.115639,4.8592644,4.69451,5.480663,5.5003567,3.642857,6.7621603,4.8004856,4.668849,6.5983973,5.79081,4.409506,3.7358334,5.613949,5.2880573,4.73345,3.742387,4.956469,4.604432,5.675962,3.6803079,5.4330077,3.9703827,4.3459206,6.5168533,5.4285817,4.2270575,4.596581,4.681331,4.134939,5.2965517,4.5903625,4.401534,4.988791,4.269466
1.3748626,6.9993877,13.162554,4.4450088,4.112,4.484999,3.2012846,5.4268284,6.138789,5.075302,5.5438886,4.2796755,7.620236,5.0278487,3.362807,3.3048685,5.2424817,4.4198174,5.0334635,5.376365,3.7420144,6.798198,4.7141533,4.160767,6.511882,5.988084,4.6052523,3.3086343,5.391243,5.6198387,5.006941,3.8992715,5.4749713,4.811735,5.9478917,3.9232388,5.474785,4.1411495,4.070825,6.5387397,5.797908,4.3126893,5.1176066,4.839532,3.821095,5.2799125,4.2719717,4.4006505,4.9992757,4.6103578
2.338585,6.944438,11.872221,5.6608114,4.101947,4.8505144,3.169868,5.546953,6.1051555,4.420689,5.6977005,4.8062806,8.145969,4.757274,3.5328162,3.0023646,4.83099,4.683474,5.4572597,5.340082,3.637128,6.7254057,4.58754,4.7623577,6.689876,5.8138537,4.527621,3.6951468,5.644121,5.386152,4.8022466,3.8518186,4.9701357,4.5103498,5.6377144,3.7062118,5.5753713,4.1630545,4.4043107,6.467676,5.5002995,4.2591057,4.6734653,4.597607,4.054747,5.279857,4.522553,4.398434,5.0189857,4.3377566
0.9607313,6.8822474,13.278888,4.392482,4.0727167,4.512867,3.1015472,5.61699,6.0204487,5.020684,5.574503,4.387117,7.687102,4.956908,3.201094,3.1075237,4.9961133,4.5597095,5.221274,5.391488,3.68826,6.880429,4.855455,4.153003,6.5284367,5.9714947,4.5923667,3.3231544,5.4499297,5.494318,4.8462563,3.6942189,5.2974896,4.939882,5.975802,3.9202592,5.455791,4.0393085,4.0584464,6.5629826,5.6424947,4.3592005,4.997609,4.7070255,3.818641,5.177156,4.3287454,4.470987,4.886327,4.507578
1.282284,6.593904,13.062503,4.7061176,3.9834611,4.481271,3.1915293,5.716857,5.9913945,4.868731,5.554611,4.51266,7.904851,5.0078716,3.3601317,2.9305022,4.9234214,4.67334,5.141333,5.213382,3.6367,6.877271,4.685254,4.2712717,6.6465316,5.948274,4.7025704,3.2717009,5.435207,5.6389756,4.7569594,3.7415795,5.321636,4.8784804,5.953148,3.860924,5.569866,4.12051,4.0224223,6.6421676,5.6427097,4.3686624,4.9587474,4.6819515,3.8431928,5.251977,4.2626276,4.446695,4.9390755,4.6326175
1.1033044,6.812138,12.817879,4.912923,3.9346266,4.6851535,2.7783313,5.8737273,5.7065024,4.673157,5.563353,4.7621813,8.064632,4.6324787,3.0274696,2.850175,4.4846783,4.917522,5.5094495,5.400513,3.6087458,6.9388347,5.058317,4.520827,6.6290784,5.860799,4.351289,3.548543,5.568135,5.2296424,4.5073223,3.3324673,4.8698897,4.941202,5.862409,3.7684016,5.3596973,3.7553434,4.177489,6.721432,5.2002916,4.306856,4.491436,4.515882,4.051644,5.1512623,4.6791162,4.497473,4.7610517,4.3023133
1.6396054,6.6972785,12.698542,5.2176757,3.9157126,4.6635866,3.161453,5.42112,6.2268953,4.56513,5.7105975,4.4325576,7.8955917,4.876959,3.4367518,3.1980326,5.2107415,4.4350905,5.2211747,5.455144,3.8541567,6.872446,4.5875654,4.6780086,6.4713006,5.7698774,4.7376375,3.485306,5.5607243,5.426907,4.9639072,4.028327,5.146253,4.6592255,5.705,3.7266912,5.6242166,4.1752634,4.4297314,6.450475,5.609275,4.1322494,5.0003667,4.669407,3.8254976,5.1540046,4.290015,4.213846,5.0496597,4.3526726
