UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10,UMAP_11,UMAP_12,UMAP_13,UMAP_14,UMAP_15,UMAP_16,UMAP_17,UMAP_18,UMAP_19,UMAP_20,UMAP_21,UMAP_22,UMAP_23,UMAP_24,UMAP_25,UMAP_26,UMAP_27,UMAP_28,UMAP_29,UMAP_30,UMAP_31,UMAP_32,UMAP_33,UMAP_34,UMAP_35,UMAP_36,UMAP_37,UMAP_38,UMAP_39,UMAP_40,UMAP_41,UMAP_42,UMAP_43,UMAP_44,UMAP_45,UMAP_46,UMAP_47,UMAP_48,UMAP_49,UMAP_50,UMAP_51,UMAP_52,UMAP_53,UMAP_54,UMAP_55,UMAP_56,UMAP_57,UMAP_58,UMAP_59,UMAP_60,UMAP_61,UMAP_62,UMAP_63,UMAP_64,UMAP_65,UMAP_66,UMAP_67,UMAP_68,UMAP_69,UMAP_70,UMAP_71,UMAP_72,UMAP_73,UMAP_74,UMAP_75,UMAP_76,UMAP_77,UMAP_78,UMAP_79,UMAP_80,UMAP_81,UMAP_82,UMAP_83,UMAP_84,UMAP_85,UMAP_86,UMAP_87,UMAP_88,UMAP_89,UMAP_90,UMAP_91,UMAP_92,UMAP_93,UMAP_94,UMAP_95,UMAP_96,UMAP_97,UMAP_98,UMAP_99,UMAP_100
8.429358,9.551627,1.4824877,4.581544,6.3275704,4.460219,4.9911733,8.098895,5.959116,6.205831,4.847725,7.5995193,5.826826,7.2536745,7.252063,5.4783354,5.518157,5.3185654,4.337478,7.403001,5.36185,4.8338366,4.1135263,6.035517,4.3767767,6.1884346,4.3497205,3.4573677,6.890281,6.04939,4.780609,5.119998,3.5838678,4.796227,4.428555,6.1451654,4.5135694,3.780715,3.136405,6.244551,4.70271,4.1120877,4.024106,6.7531486,6.02878,3.4642081,7.337035,3.611756,5.6767673,5.308407,5.477965,3.391407,5.7986913,3.483305,6.6406655,6.5582404,7.7919927,4.421345,5.620499,4.1666,5.714207,4.507624,5.140631,5.219851,4.98085,4.9856806,6.4250207,4.5188065,3.2575157,3.2697735,3.4259048,5.5695224,6.3170676,4.3991046,5.2578177,2.4590058,6.509688,4.806237,5.0412245,4.255502,4.485582,7.074703,4.5749006,6.2454896,4.777211,2.5942,4.760371,6.0991607,5.414809,5.3299165,4.7044544,3.8871858,4.9122396,4.3074837,3.7496333,5.831937,6.1134586,5.521515,5.248676,3.9591684
8.050369,8.972762,1.6146078,4.738212,6.3727307,4.2325487,4.9462543,8.296549,6.1721616,6.146054,4.9107456,7.694629,5.734301,7.2883234,7.6350904,5.341766,5.4449735,5.2964077,4.1618886,7.282816,4.899627,4.797903,4.0792623,5.610807,4.503845,6.08392,4.535936,3.2825322,7.003047,6.299468,5.137925,4.9118447,3.6642253,5.376724,4.4068065,5.9867907,4.4612083,3.6857457,3.1258984,6.303905,4.689525,3.7749107,3.9810095,6.9175067,6.179467,3.1544971,7.288241,3.403794,5.559987,5.448085,5.8297353,3.5736358,5.9366913,3.1962929,6.7189507,6.67511,8.082712,4.6978908,5.4742823,3.9113803,5.9549923,4.6967673,5.397996,5.294453,5.0213933,4.914177,6.355081,4.3079076,3.0148902,3.297724,3.665405,5.295289,6.2444115,3.9953299,5.3623185,2.2280369,6.7336416,4.86827,4.7411504,4.265086,4.341895,7.161752,4.410873,6.4586353,5.1275105,2.7436733,4.932913,6.0224733,5.3620453,5.368454,4.6851096,3.6572485,4.8047123,4.481617,3.7713845,5.871886,6.326347,5.8504305,5.3880906,4.078444
8.426175,9.257531,2.3280222,4.730251,6.296189,4.4743376,5.1552815,8.093042,5.925792,6.265582,4.9452114,7.5260243,5.826901,7.4698424,7.3516755,5.50407,5.2165933,5.395839,4.4223747,7.637932,5.0421934,4.8822107,4.2071586,5.810055,4.4045196,6.080866,4.2414513,3.3066053,6.7270145,6.0590544,4.7101254,5.266079,3.9114795,4.8507085,4.5326867,6.0466504,4.548452,3.817733,3.2699616,6.1780086,4.4244366,4.153688,4.0867376,6.908836,5.952395,3.166989,7.2923355,3.697526,5.744528,5.257729,5.7555575,3.6860566,5.891989,3.4654696,6.389369,6.68818,7.5968676,4.435602,5.6764326,4.0107374,5.5565515,4.53471,5.262905,5.209745,4.759575,4.818085,6.222181,4.4159775,3.2110333,3.3486817,3.4609845,5.5208626,6.2225995,4.2050214,5.3097367,2.6331952,6.431961,4.778218,4.762559,4.396792,4.6455407,7.031407,4.4552836,6.2338157,4.9938526,2.7794402,4.9186482,6.068353,5.4291043,5.1278887,4.6975927,3.8091033,4.967271,4.5979686,3.8011537,5.9914384,5.9480467,5.517797,5.177334,3.9524796
7.7848043,9.68452,2.0282528,4.749947,6.625751,4.559702,5.019622,7.608707,6.0466924,6.059385,4.786206,7.3598785,5.6850505,7.154481,7.4981885,5.6429806,5.3708,5.3224006,4.2956023,7.2439804,5.143178,4.8141727,4.207273,6.1764445,4.2385044,6.2040215,4.4462333,3.5009751,6.5907907,6.214756,4.8937984,5.1340475,3.5894368,5.012102,4.4599366,6.0688376,4.6455646,3.807579,3.0487978,5.866654,4.8237453,3.7941797,4.0499716,6.806369,5.9081187,3.692715,7.3509994,3.3763206,5.475497,5.1845207,5.440058,3.2831492,5.817285,3.775065,6.7439365,6.433592,7.591791,4.5247784,5.3127537,3.9698532,5.390213,4.5621586,5.01867,5.2727294,5.1507,4.913637,6.153306,4.432687,3.221561,3.4574122,3.535339,5.357152,6.241396,4.298108,5.35165,2.6182547,6.5720367,4.750322,4.8359103,4.1740766,4.4701047,6.7780857,4.7347517,6.140031,4.9052,3.0334873,4.6996617,5.995813,5.02571,5.3489494,4.845173,4.1165624,4.8702793,4.4376116,4.047978,5.4738555,6.0864987,5.466053,5.476343,3.83017
8.287475,9.275815,2.1259425,4.948089,6.1700115,4.411995,5.2376156,8.002714,5.933953,6.309486,4.829574,7.5269036,5.81167,7.4514036,7.2779922,5.563043,5.1825624,5.325079,4.435477,7.6327024,5.2446203,4.9062877,4.1795344,5.899872,4.4490643,6.135555,4.30895,3.2969673,6.7138066,6.0722976,4.6004753,5.222964,3.8291767,4.719694,4.396097,6.0738564,4.339983,3.8073626,3.2033954,6.232673,4.4325542,4.2644167,4.0781374,6.897104,5.9548063,3.2520027,7.292042,3.7435956,5.805909,5.3007755,5.616939,3.572232,5.8440547,3.480829,6.465823,6.6697187,7.6133785,4.4042497,5.6895003,4.047733,5.4370337,4.5642366,5.149179,5.2103295,4.7825527,4.8875074,6.2316833,4.4398994,3.1813493,3.3412206,3.3380919,5.563258,6.2203526,4.2560883,5.30126,2.66149,6.4269767,4.8163543,4.830408,4.342371,4.6586585,6.955715,4.4521246,6.2782807,4.8668675,2.676132,4.873162,6.132334,5.4068637,5.1576357,4.693482,3.8506932,4.9534082,4.615227,3.738359,5.9208965,5.996927,5.4793696,5.178557,3.9086998
8.059086,9.1527195,1.903858,5.1763415,6.1330166,4.3177724,5.1959653,7.9192786,5.983959,6.362369,4.7350173,7.578551,5.751314,7.41596,7.302646,5.625821,5.192256,5.2231207,4.39173,7.502767,5.333275,4.869036,4.145287,5.987811,4.5031066,6.1531134,4.411888,3.302639,6.77038,6.1662188,4.6459255,5.1094136,3.7141163,4.691344,4.245643,6.066924,4.1471777,3.7595658,3.1137948,6.3083963,4.493127,4.29488,3.994682,6.840544,6.027243,3.3323123,7.298586,3.7448332,5.800682,5.393629,5.499364,3.4585533,5.858903,3.4832768,6.5942883,6.6476116,7.777006,4.4723444,5.595309,4.0614414,5.414087,4.600851,5.07759,5.244163,4.8594646,4.9601054,6.2646465,4.431386,3.0832603,3.3298237,3.2838147,5.548883,6.1938806,4.241354,5.326033,2.6109161,6.493479,4.8453646,4.8730125,4.2487745,4.6394215,6.8777275,4.440313,6.368088,4.832891,2.5559173,4.81292,6.236593,5.3372808,5.2303734,4.710884,3.8704798,4.887042,4.6765456,3.7053146,5.852486,6.1227975,5.492571,5.194563,3.9329433
8.841421,9.724778,1.876467,4.222153,6.3617887,4.6456213,5.0022407,8.140345,5.8302946,6.191262,5.0127306,7.518806,5.899003,7.4083576,7.122376,5.458442,5.51257,5.4374604,4.446306,7.6081815,5.3422794,4.8384323,4.1782475,6.073972,4.3063526,6.157574,4.1334057,3.492704,6.8447356,5.8727055,4.639024,5.336262,3.6912284,4.6104903,4.606805,6.146348,4.677331,3.8574128,3.2451816,6.171541,4.5943623,4.25592,4.092807,6.7624035,5.917283,3.3683863,7.351833,3.703632,5.7182126,5.169628,5.555065,3.4655647,5.7986064,3.5885892,6.4602118,6.572271,7.5624313,4.3003936,5.735018,4.2386017,5.714379,4.392529,5.147003,5.176299,4.8403845,4.9229627,6.395356,4.57392,3.4085603,3.2869751,3.4170222,5.6481514,6.3573165,4.52208,5.221004,2.5901885,6.35935,4.753511,5.0771427,4.3573694,4.5699587,7.139276,4.5975766,6.1166186,4.7759356,2.66199,4.73704,6.057899,5.52684,5.2281885,4.697716,3.9052434,5.006459,4.267214,3.8023696,6.0072155,5.9056273,5.386448,5.126068,3.9303138
8.579921,8.989568,2.6472583,4.7059503,6.4636025,4.3410087,4.671944,8.199126,6.0089235,6.473701,5.0556126,7.6062202,5.8445625,7.456148,7.5507135,5.6038094,5.2901683,5.5602474,4.2526636,7.4942236,4.7470493,4.834728,4.2827063,5.7395244,4.176727,5.9352784,4.1173296,3.426152,6.868216,6.2248316,5.1056,5.2005706,4.008288,5.1242933,4.594958,6.049626,5.039777,3.8191116,3.3636217,6.177678,4.582734,3.9076977,3.8576138,6.7496367,6.1674547,3.097741,7.3751636,3.6284251,5.662651,5.2591686,5.829098,3.921642,6.2322617,3.3538423,6.30575,6.764394,7.7881866,4.5857463,5.522964,3.934697,5.84441,4.367444,5.5909896,5.221201,4.715756,4.683784,6.406375,4.4037166,3.0668087,3.2074554,3.7194347,5.5054383,6.1380816,3.9424765,5.4338026,2.4625206,6.60939,4.602832,4.669735,4.2747583,4.7031527,7.0690455,4.4302273,6.233897,5.3536534,2.7186959,5.029436,6.1830306,5.2719173,5.0993443,4.826887,3.7771525,4.8980446,4.741668,3.9357343,6.227832,5.9921803,5.5408816,5.166693,4.1315637
7.425093,9.573489,1.8357755,5.071686,6.6392713,4.525167,5.1277375,7.455458,6.0609927,6.0270615,4.646316,7.3957767,5.606104,7.0386925,7.5374155,5.680878,5.318078,5.133007,4.332472,7.097973,5.1438427,4.7693167,4.153721,6.2685785,4.365407,6.2555766,4.622229,3.446106,6.4747353,6.300326,4.9138865,5.032958,3.5443149,5.0380516,4.3397584,6.073391,4.346533,3.743486,2.9509788,5.8882527,4.8196683,3.8097684,4.053308,6.7738338,5.8995094,3.803016,7.309434,3.3987436,5.4435296,5.297772,5.3317065,3.2310133,5.7133784,3.8201895,6.8694468,6.376941,7.694879,4.5739913,5.2169347,3.9719157,5.2472734,4.687976,4.8892846,5.31913,5.273556,4.991542,6.0824394,4.4028707,3.1680045,3.5245254,3.4439042,5.320406,6.2129683,4.3315043,5.330695,2.6402974,6.5996647,4.818261,4.8074203,4.165814,4.476439,6.6749845,4.745614,6.188829,4.801548,2.9962442,4.6701303,6.0201845,4.9795403,5.406691,4.8227715,4.175783,4.8180494,4.4769907,3.968346,5.287965,6.2024984,5.526597,5.537216,3.8161132
8.751086,9.357454,1.9526871,4.528922,6.3874865,4.4396234,4.828933,8.145704,5.9388814,6.34911,5.014233,7.6074715,5.9010773,7.33221,7.285844,5.5158634,5.4511423,5.5141907,4.326423,7.474951,5.143416,4.8252487,4.2061243,5.9508214,4.223518,6.069675,4.1123743,3.4643402,6.8831344,6.0384083,4.89368,5.2469535,3.7719262,4.797523,4.5804896,6.128499,4.8805923,3.825992,3.285421,6.2052484,4.639402,4.067639,3.9654078,6.7345214,6.067956,3.3749545,7.3800054,3.6484456,5.687661,5.2331753,5.6097517,3.6357648,6.005945,3.4210463,6.423761,6.6661015,7.7084837,4.458344,5.6578345,4.1042466,5.81035,4.3683825,5.3554378,5.158803,4.783455,4.798746,6.455599,4.5169134,3.2531831,3.2085571,3.5544019,5.59699,6.2468467,4.268979,5.3340797,2.4986103,6.520995,4.666233,4.936751,4.28042,4.584897,7.1249223,4.5212374,6.185745,5.027042,2.6348577,4.8489523,6.113616,5.4047027,5.1966863,4.758139,3.8459048,4.935073,4.4595275,3.8701322,6.027753,5.962561,5.4610834,5.159223,4.0425444
