#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	sample_0	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9
UNCLASSIFIED	0.0	11.46211	3.73592	0.0	0.0	3.672	0.0	0.0	0.0	7.18641
k__Bacteria	89.08464	88.3155051491725	94.28691772248288	96.51836	99.86354	84.80175477660497	99.62707	99.89294	99.856	92.2741320777798
k__Archaea	10.91536	0.2223806076554247	1.9771582295716523	3.48164	0.13646	11.526242054411467	0.37293	0.10706	0.144	0.5394604438132553
k__Bacteria|p__Firmicutes	36.53522	35.7307033275685	60.19856662128058	64.29854	43.52674	60.33488669031221	62.52846	39.46719	49.3601	51.87543810168356
k__Bacteria|p__Proteobacteria	28.40551	4.538027042043366	10.824962725661695	5.00396	20.39006	6.728202329056639	13.68379	22.872	3.32987	5.081033715798351
k__Bacteria|p__Actinobacteria	12.24116	28.303251237639632	14.944266184579227	7.033	15.89531	5.936472890302832	14.2615	9.78462	30.94524	8.564318561774487
k__Archaea|p__Candidatus_Thermoplasmatota	10.908	0.1522586021360169	1.9771582295716523	3.02846	0.13646	11.526242054411467	0.00979	0.06619	0.0	0.5394604438132553
k__Bacteria|p__Bacteroidetes	10.83602	16.792989645286124	5.370659435033478	9.53988	13.81946	10.528110616847842	8.36951	23.41878	10.09034	7.53545204459487
k__Bacteria|p__Tenericutes	0.46822	0.2411152242815694	0.2097786743147172	0.33005	3.78579	0.5368455591389377	0.00208	0.0	0.32479	18.889041814265283
k__Bacteria|p__Fusobacteria	0.2559	0.1744107811523753	0.0	8.47035	0.61391	0.0	0.17543	0.39072	1.52518	0.1193582799827686
k__Bacteria|p__Candidatus_Melainabacteria	0.16299	0.1728790757287821	1.0898826151139709	1.49259	0.84498	0.0202674105332458	0.57218	3.25089	2.08936	0.1760024154986969
k__Bacteria|p__Verrucomicrobia	0.15895	0.1367024956085423	0.0	0.34999	0.74071	0.0585096252751593	0.03412	0.08659	0.73751	0.0013643598100674
k__Bacteria|p__Bacteria_unclassified	0.02067	1.7486940740059569	0.5671494298791244	0.0	0.1074	0.658469287937779	0.0	0.58831	0.56325	0.0
k__Archaea|p__Euryarchaeota	0.00736	0.0701220055194077	0.0	0.45317	0.0	0.0	0.36314	0.04087	0.144	0.0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	27.59512	1.567350776398822	8.331309222976891	2.14607	2.69603	0.6144184949869552	10.79002	3.50237	1.62956	1.0557360522146169
k__Bacteria|p__Firmicutes|c__Clostridia	20.23159	17.249730036539876	27.95326826544114	42.62596	19.66118	26.99450509033894	21.11891	21.17511	28.92517	13.256147758692787
k__Archaea|p__Candidatus_Thermoplasmatota|c__CFGB117	10.84898	0.0328298480386317	0.0	0.07565	0.13646	0.0477112568304024	0.0	0.0	0.0	0.0323919437900359
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	7.98321	15.57582391463271	4.617826229050436	8.98754	12.09836	8.765240845242461	5.70048	3.70833	8.44922	6.985383007156398
k__Bacteria|p__Actinobacteria|c__Actinomycetia	4.72684	7.073088055975742	3.652759614815899	1.99284	7.35673	0.8527628575459392	0.80884	4.14217	0.91501	1.5190800688009136
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	4.37577	5.9987427888366645	10.578209019773796	4.50022	6.61531	4.924084909208215	12.17828	5.4243	29.91725	5.098083572744568
k__Bacteria|p__Firmicutes|c__Bacilli	4.22306	3.337816316512382	7.623999298511575	4.70685	11.61753	13.034305008799446	19.80835	3.44315	5.18402	11.945313547432574
k__Bacteria|p__Firmicutes|c__CFGB9120	1.44919	0.0346891436395251	0.1859629419241789	0.0	0.0	0.0	0.0	0.0	0.73427	0.0
k__Bacteria|p__Firmicutes|c__Negativicutes	1.33142	0.3780833335473822	2.600487374176396	1.56977	0.99054	2.805601071701769	1.0013	2.1656	0.95604	2.831974741815108
k__Bacteria|p__Verrucomicrobia|c__CFGB59108	1.30244	0.0	0.0	0.40424	0.0	0.0	0.0	0.0	0.05585	0.0
k__Bacteria|p__Firmicutes|c__CFGB76782	1.30099	0.0	0.044656904834158	0.03701	0.0	0.726794736090019	0.0	0.42432	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB1798	1.15525	0.0257822323323882	0.059086889819371	0.0	0.17808	0.0	0.0	0.08257	0.51968	0.0960249428228401
k__Bacteria|p__Firmicutes|c__CFGB9115	1.12152	0.0068351247804271	0.0	0.0	0.00645	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	0.97288	3.759823295183728	0.9483070386112844	1.66662	0.86837	0.7630622268968967	0.62445	1.33021	1.11767	0.6092933908265019
k__Bacteria|p__Bacteroidetes|c__CFGB49965	0.51559	0.0347245587938279	0.0	0.0	0.0	0.0	0.0	0.0	0.17577	0.0
k__Bacteria|p__Firmicutes|c__CFGB1772	0.5043	0.0	0.0229012236689937	0.03534	0.0	0.3091358074300979	0.57644	0.0	0.0	0.3304906402508886
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	0.42804	1.9101429086835329	2.1557377168703087	1.07203	1.22001	2.3009868603024897	1.95534	18.55354	0.91476	3.735245905594504
k__Bacteria|p__Firmicutes|c__CFGB75715	0.422	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB8822	0.30698	0.0	1.3171043399912004	0.0	0.02436	0.0	0.13755	0.0	0.0	0.0
k__Bacteria|p__Firmicutes|c__CFGB2833	0.2616	0.0	0.0253752104209615	0.0	0.17941	0.0383481755384276	0.18823	0.31069	0.53843	0.4687921744673144
k__Bacteria|p__Bacteroidetes|c__CFGB32090	0.24603	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
