UMAP_1,UMAP_2
2.2459664,9.874246
1.2988213,10.010552
2.284724,6.931653
3.2021692,8.286889
-0.06899685,9.776109
3.4607203,8.811508
-0.1059672,8.602073
0.40165675,9.004342
1.6488962,7.126348
1.7885398,9.554634
2.4877183,7.2747107
2.301481,10.219058
0.0558727,8.843787
-0.40915117,9.379713
2.7402163,10.109294
0.9977169,10.627295
0.7995732,10.764932
1.6953039,10.205313
2.775635,8.900562
2.971011,9.598189
2.7977734,8.537021
-0.22487894,8.685208
1.1714748,8.854614
-0.42993537,8.059829
-0.03856206,9.379852
0.7602766,8.935612
4.745166,10.725442
1.8303512,7.988682
0.06723885,8.634341
0.17596486,9.073298
1.6255794,8.974943
1.0409877,8.822679
4.1365757,10.338764
4.7993145,10.73143
0.94825345,9.12125
1.5794727,9.84446
0.5198254,8.003259
1.9158229,9.891705
1.4347168,10.202304
1.9497349,9.525389
-0.15510766,8.659834
4.535694,10.583796
0.18648206,9.853949
3.4361367,9.6033125
1.9431639,9.446578
1.4783708,9.350839
0.1055401,10.298095
-0.62662846,8.639019
4.449944,10.583269
2.858233,9.961771
0.20058027,9.296945
0.7884669,9.960526
0.5522641,9.438781
-0.5414347,9.231144
2.7480505,8.839751
3.4757922,8.80812
1.4392557,9.252495
1.03194,9.50571
2.2138238,10.189726
1.7530521,9.264798
-0.21290669,8.988698
-0.45173648,9.258309
1.5808219,9.137074
-0.28700638,9.177394
0.06840434,8.7379265
-0.47614452,8.05431
0.13727,10.1330385
0.4687684,10.637558
-0.32677504,9.897052
0.36654285,8.83699
3.4030132,9.206687
1.7992045,9.67366
4.3687234,10.516358
0.73597145,8.898613
3.3076963,9.724774
0.92743206,7.898731
2.0120049,9.735453
0.49135566,10.712874
-0.3035569,8.9722
0.19479886,9.705805
1.8249428,7.8128686
1.8682241,10.077688
1.1885437,9.380855
1.1981357,10.226979
0.26377296,9.416481
0.8464594,8.349596
4.661855,10.63914
1.9611335,9.891302
2.4251642,8.114323
1.0084738,10.2182
1.5815368,10.052604
0.08205865,10.3088255
-0.041654952,9.9300585
0.70605356,8.381259
2.567138,10.273957
2.1263952,9.960568
1.8832768,8.804103
1.6182109,9.104951
1.0525022,10.378414
-0.44118208,9.182484
-0.08074017,9.838321
1.2939357,9.309964
-0.08584389,9.2426
1.73657,7.7499743
0.7528675,10.79436
-0.53503734,8.162136
0.711564,9.046733
1.1005175,10.381309
3.490541,9.215391
0.20369433,8.151184
0.20253952,10.163555
2.3516297,9.649269
0.5097532,8.455494
6.8839865,9.356657
1.9809127,9.858405
-0.23495841,9.894583
3.7996337,10.394442
0.6165357,7.9121146
-0.110950164,8.562799
2.3198018,6.732133
2.6786866,8.248176
0.13194853,9.169244
2.0740647,8.622141
1.0393437,8.1948185
0.40703458,9.696008
0.6564017,9.592225
-0.72849137,8.87724
0.35667604,8.552779
2.411745,9.2496195
1.2905034,8.178178
2.4504018,10.15977
4.9122496,10.665793
2.8616009,8.480614
1.7105207,9.06052
7.335337,10.02818
1.853545,8.660254
1.3708205,9.960416
2.2648795,10.266814
-0.29954994,9.753918
6.684617,8.429
1.7577933,10.2446165
0.5350073,9.8146925
2.1977499,9.572152
0.440314,8.278457
0.15640545,8.006414
0.39984405,8.37092
1.396567,8.19338
1.5069076,10.295543
1.7995192,7.4365
0.055704415,10.004077
1.0031756,9.999864
1.3145359,10.470522
-0.30521402,8.7673025
0.5238885,9.924214
1.4271876,7.680247
4.6068707,10.643602
0.6924895,10.186571
-0.064220235,9.618298
0.5666769,10.543033
0.16519341,9.309996
0.39666778,9.057765
2.0287638,9.545458
0.7332627,9.487698
-0.4627451,8.027195
0.5683656,10.692082
-0.07366773,7.952309
2.4943223,7.968998
4.984705,10.145103
-0.26427475,9.168635
0.47236902,10.063175
0.32392278,8.841642
7.503497,9.867657
1.0191302,7.8706646
-0.06887866,9.700516
5.29566,9.183957
2.3355584,9.186286
1.0851384,7.5432153
-0.57124615,8.240728
-0.279854,9.419586
5.297305,9.058847
0.102385774,9.621841
0.60340357,8.753671
0.59720194,7.6765513
-0.33963728,8.021351
-0.01812764,8.919303
-0.24846031,8.968091
1.9637512,9.297796
2.6248355,6.6235466
2.167699,7.2047668
2.5893338,9.631517
1.6579167,9.663698
-0.14508626,9.687892
3.3096454,9.792425
-0.39022672,8.02608
1.0137814,8.945914
2.4565525,6.630311
2.1313963,7.939927
0.87225974,9.161503
4.497567,10.406474
0.70312715,9.682083
1.860212,9.181173
1.6641688,9.283844
1.1461641,7.8545737
0.6153464,9.81117
1.0901532,10.184324
1.2431455,8.321034
0.18846345,10.158785
2.564444,6.552557
1.888968,9.8184
0.76179606,10.746502
3.1653814,9.397183
1.1774365,8.089275
1.5036663,10.003185
3.1074831,9.4920635
0.77379805,9.685692
0.8587659,10.092028
0.13946593,7.68515
1.6372125,9.326499
1.0969799,8.800259
0.6123501,8.810715
0.5545958,7.8477716
2.5236084,8.7444515
3.3589013,9.60695
0.73547006,9.847443
2.273104,9.53595
1.6203558,9.999114
-0.4116172,9.678068
2.3379986,8.23289
1.4803562,8.4879675
1.8514684,9.774226
2.9784055,8.986935
1.4645619,8.026648
4.68889,10.172076
1.3588496,7.812384
0.67972094,9.664492
0.88373536,7.543621
0.8123221,7.5347815
-0.36808208,8.001179
2.0839932,9.817854
1.2528062,8.922487
0.5776846,8.81636
0.8696608,8.580324
2.9036505,8.954575
-0.13235703,9.932062
2.5919857,6.6099286
1.7054908,7.074653
1.9383843,9.564213
-0.17905784,9.622804
2.0541089,10.011464
2.535341,7.8869743
-0.66845506,8.7045765
1.4406501,9.418694
1.4803405,8.690898
0.13255957,7.6908345
2.885497,9.091277
1.1214697,8.159401
4.3190656,10.522392
0.48859674,10.761389
3.4883766,8.346126
0.03215946,9.466792
1.1310889,9.503978
0.093839265,9.086702
2.9643457,9.607591
0.5964888,8.981498
1.7202852,8.607579
2.5034893,8.202599
2.106879,9.705074
1.3113724,9.197804
-0.41668975,8.000756
1.5653354,9.274683
1.8161565,8.168997
