#mpa_vOct22_CHOCOPhlAnSGB_202212
clade_name	sample_0	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6	sample_7	sample_8	sample_9
UNCLASSIFIED	0.0	4.33875	0.0	0.0	0.0	2.67056	0.0	0.0	0.0	0.0
k__Bacteria	99.9015	95.34475969966516	99.65471	99.8183	99.20986	97.3294364604317	99.99858	99.55759	99.96339	99.83414
k__Archaea	0.0985	0.3164952620408041	0.34529	0.1817	0.79014	0.0	0.00142	0.44241	0.03661	0.16586
k__Bacteria|p__Firmicutes	70.96864	51.380358367093486	46.47637	51.53793	39.6111	30.324971449751285	64.40586	70.86228	62.30526	75.52006
k__Bacteria|p__Actinobacteria	15.3596	30.747488400419005	29.16057	6.09445	8.79819	3.1609875738127324	7.78097	10.82008	6.83049	5.06914
k__Bacteria|p__Bacteroidetes	7.1906	11.007214471541214	20.06149	17.70049	36.57886	62.13588113888763	14.6214	4.35069	27.68237	8.74212
k__Bacteria|p__Proteobacteria	3.30108	1.652988221236294	3.29843	13.70643	5.15325	1.1213811021788638	2.95047	4.16532	1.60599	3.57596
k__Bacteria|p__Bacteria_unclassified	1.16564	0.0210646083425676	0.01632	0.0	0.16376	0.0784475257871079	0.0	0.68737	0.00934	0.31225
k__Bacteria|p__Lentisphaerae	0.94072	0.0	0.0	0.0	0.0	0.0213930101340028	0.11273	5.07967	0.0356	0.0282
k__Bacteria|p__Candidatus_Melainabacteria	0.40752	0.1901267442363906	0.00124	6.27594	7.58457	0.0	4.89052	1.91747	0.07105	3.60697
k__Bacteria|p__Tenericutes	0.3387	0.1520248663851431	0.01558	3.82012	0.86338	0.1277351524106705	0.34661	0.85128	0.80182	2.1801
k__Bacteria|p__Verrucomicrobia	0.19424	0.0729608391592931	0.14389	0.44444	0.43343	0.1407870298400144	2.36922	0.0	0.2183	0.52153
k__Archaea|p__Candidatus_Thermoplasmatota	0.08379	0.3164952620408041	0.03972	0.11499	0.04039	0.0	0.0	0.32418	0.0022	0.0
k__Bacteria|p__Fusobacteria	0.03475	0.0	0.34316	0.09797	0.00636	0.0313206126529669	0.07739	0.23669	0.27124	0.27781
k__Archaea|p__Euryarchaeota	0.01471	0.0	0.30557	0.06671	0.74975	0.0	0.00142	0.11822	0.03441	0.16586
k__Bacteria|p__Firmicutes|c__Bacilli	22.15619	28.695659708870878	6.80046	6.48855	16.82149	13.849618689404528	6.63217	4.46573	3.97284	4.22261
k__Bacteria|p__Firmicutes|c__Clostridia	18.99653	13.598620471700851	13.86112	30.25039	10.51455	7.679496928544627	27.28172	41.1227	46.10803	41.17412
