UMAP_1,UMAP_2,UMAP_3,UMAP_4,UMAP_5,UMAP_6,UMAP_7,UMAP_8,UMAP_9,UMAP_10
8.631602,0.28826362,6.8349223,4.8190274,3.9258447,1.5471015,3.035195,5.4678226,5.224827,5.3422356
6.235445,2.2048447,7.4120364,3.1874938,7.9991336,3.3644571,5.7670183,2.5214198,1.048365,3.9666746
8.872266,0.56355447,6.820588,4.5610776,3.6523178,1.6782417,3.5451405,5.3916078,4.997314,5.5030556
8.136398,4.514236,-2.5840213,6.3801107,4.8172545,6.4097085,5.745985,5.49609,2.6729352,1.4396935
3.944779,-1.3714552,2.4218228,0.50620013,0.24165916,5.574849,6.7975807,0.9239402,1.3949511,5.729991
2.1561935,4.800385,3.9455311,1.001722,3.7543626,0.6312137,4.3529654,2.3792675,5.315647,1.5338627
2.5368006,2.2177851,-0.6821888,6.526869,2.4017568,2.3446271,9.215636,8.622304,-0.46135116,6.411778
1.5719016,7.360591,2.2120578,8.542904,3.9729593,7.8715935,-1.0459104,7.7697268,4.242724,6.5939856
11.671041,6.9078884,5.8660903,3.774988,1.9888402,8.23244,2.787608,9.0426655,2.8615408,5.9433355
-0.016347481,5.5432124,3.3115096,7.7709,3.3008611,2.4311962,0.8278586,6.659873,4.8508053,6.7265315
2.0006046,10.252733,7.595945,1.299324,6.8089986,7.3921957,6.73326,4.3571515,1.5236689,6.4204216
10.11117,10.49241,5.1029844,3.1350107,-0.117502786,2.5202992,3.8340738,8.265908,3.9289536,0.85957897
1.2220948,1.4634788,1.0035689,8.006305,-1.6877699,5.2333646,4.916867,5.4101167,0.95119923,5.623991
9.959932,8.195941,2.8955257,6.663251,4.3209577,3.6069422,3.0949528,5.9459186,3.027011,5.647648
8.911576,0.103316516,4.6333137,0.63776296,6.321952,4.965449,3.2022302,1.5582395,4.063622,5.999231
2.1819155,10.242852,7.655659,1.3222989,6.7976584,7.4282765,6.8365126,4.3326063,1.5941912,6.485001
9.197643,-1.0705339,7.5311666,5.459834,3.554408,2.7095382,2.6992028,0.96866643,5.113471,9.991916
4.8086004,6.9179254,4.052997,7.396294,9.184959,3.389965,7.7801948,4.961946,0.82422674,5.3399916
1.0423394,3.4935431,1.4964792,1.3983017,1.6294247,6.988789,5.758414,7.264186,2.6586494,9.4577875
3.4812472,6.766946,3.2175996,5.7300377,9.481309,2.505746,4.9857526,4.036824,8.6696005,1.0454382
9.133552,0.84682447,-1.3097323,4.0530305,5.535799,5.398254,4.5484614,1.7014915,-0.23327112,4.1181846
8.763251,-0.16598605,11.124112,6.8921075,6.2111773,6.0632486,4.255897,5.938173,1.6024363,5.69274
0.13413976,4.199804,3.3446534,1.4950755,1.9113297,6.686072,5.2251806,6.774701,2.879522,9.512543
4.4430866,4.945832,3.1274388,6.454287,7.388933,7.1454506,10.727437,0.9103202,6.632255,9.986609
10.344767,8.102411,2.4691374,6.571078,4.482979,3.6592171,3.4318736,6.2871995,2.7848709,5.793376
1.5942454,5.2998295,3.956961,0.7502128,3.5654278,0.13413714,3.7558036,2.0210395,4.7385116,2.304835
5.5635805,0.4586889,3.1156409,5.339885,6.1570435,-0.6139396,5.277783,9.181837,2.0705755,6.491811
2.0623875,10.17159,7.671094,1.2184902,6.891484,7.4689517,6.650945,4.433839,1.4417906,6.4955463
8.933459,10.282317,2.7867346,1.9233326,8.490823,3.3453493,6.0612607,5.2657084,1.3583342,5.50919
